9.378200	10.157421	DownBeat
10.157421	10.936642	UpBeat
11.715863	12.495083	DownBeat
12.495083	13.274304	UpBeat
14.053525	14.832746	DownBeat
14.832746	15.611967	UpBeat
16.391187	17.170408	DownBeat
17.170408	17.949629	UpBeat
18.728850	19.508071	DownBeat
19.508071	20.287291	UpBeat
21.066512	21.845733	DownBeat
21.845733	22.624954	UpBeat
23.404174	24.183395	DownBeat
24.183395	24.962616	UpBeat
25.741837	26.521058	DownBeat
26.521058	27.300278	UpBeat
28.079499	28.858720	DownBeat
28.858720	29.637941	UpBeat
30.417161	31.196382	DownBeat
31.196382	31.975603	UpBeat
32.754824	33.534045	DownBeat
33.534045	34.313265	UpBeat
35.092486	35.871707	DownBeat
35.871707	36.650928	UpBeat
37.430148	38.209369	DownBeat
38.209369	38.988590	UpBeat
39.767811	40.547032	DownBeat
40.547032	41.326252	UpBeat
42.105473	42.884694	DownBeat
42.884694	43.663915	UpBeat
44.443135	45.222356	DownBeat
45.222356	46.001577	UpBeat
46.780798	47.560019	DownBeat
47.560019	48.339239	UpBeat
49.118460	49.897681	DownBeat
49.897681	50.676902	UpBeat
51.456122	52.235343	DownBeat
52.235343	53.014564	UpBeat
53.793785	54.573006	DownBeat
54.573006	55.352226	UpBeat
56.131447	56.910668	DownBeat
56.910668	57.689889	UpBeat
58.469109	59.248330	DownBeat
59.248330	60.027551	UpBeat
60.806772	61.585993	DownBeat
61.585993	62.365213	UpBeat
63.144434	63.923655	DownBeat
63.923655	64.702876	UpBeat
65.482096	66.261317	DownBeat
66.261317	67.040538	UpBeat
67.819759	68.598980	DownBeat
68.598980	69.378200	UpBeat
70.157421	70.936642	DownBeat
70.936642	71.715863	UpBeat
72.495083	73.274304	DownBeat
73.274304	74.053525	UpBeat
74.832746	75.611967	DownBeat
75.611967	76.391187	UpBeat
77.170408	77.949629	DownBeat
77.949629	78.728850	UpBeat
79.508071	80.287291	DownBeat
80.287291	81.066512	UpBeat
81.845733	82.624954	DownBeat
82.624954	83.404174	UpBeat
84.183395	84.962616	DownBeat
84.962616	85.741837	UpBeat
86.521058	87.300278	DownBeat
87.300278	88.079499	UpBeat
88.858720	89.637941	DownBeat
89.637941	90.417161	UpBeat
91.196382	91.975603	DownBeat
91.975603	92.754824	UpBeat
93.534045	94.313265	DownBeat
94.313265	95.092486	UpBeat
95.871707	96.650928	DownBeat
96.650928	97.430148	UpBeat
98.209369	98.988590	DownBeat
98.988590	99.767811	UpBeat
100.547032	101.326252	DownBeat
101.326252	102.105473	UpBeat
102.884694	103.663915	DownBeat
103.663915	104.443135	UpBeat
105.222356	106.001577	DownBeat
106.001577	106.780798	UpBeat
107.560019	108.339239	DownBeat
108.339239	109.118460	UpBeat
109.897681	110.676902	DownBeat
110.676902	111.456122	UpBeat
112.235343	113.014564	DownBeat
113.014564	113.793785	UpBeat
114.573006	115.352226	DownBeat
115.352226	116.131447	UpBeat
116.910668	117.689889	DownBeat
117.689889	118.469109	UpBeat
119.248330	120.027551	DownBeat
120.027551	120.806772	UpBeat
121.585993	122.365213	DownBeat
122.365213	123.144434	UpBeat
123.923655	124.702876	DownBeat
124.702876	125.482096	UpBeat
126.261317	127.040538	DownBeat
127.040538	127.819759	UpBeat
128.598980	129.378200	DownBeat
129.378200	130.157421	UpBeat
130.936642	131.715863	DownBeat
131.715863	132.495084	UpBeat
133.274304	134.053525	DownBeat
134.053525	134.832746	UpBeat
9.378200	9.378200	LeadPiano
11.715863	11.715863	LeadPiano
12.495083	12.495083	LeadPiano
13.274304	13.274304	LeadPiano
14.053525	14.053525	LeadPiano
14.832746	14.832746	LeadPiano
15.611967	15.611967	LeadPiano
16.391187	16.391187	LeadPiano
17.170408	17.170408	LeadPiano
17.949629	17.949629	LeadPiano
18.728850	18.728850	LeadPiano
21.066512	21.066512	LeadPiano
22.624954	22.624954	LeadPiano
23.404174	23.404174	LeadPiano
28.079499	28.079499	LeadPiano
31.196382	31.196382	LeadPiano
31.975603	31.975603	LeadPiano
32.754824	32.754824	LeadPiano
34.313265	34.313265	LeadPiano
35.092486	35.092486	LeadPiano
35.871707	35.871707	LeadPiano
36.650928	36.650928	LeadPiano
37.430148	37.430148	LeadPiano
38.209369	38.209369	LeadPiano
38.988590	38.988590	LeadPiano
39.767811	39.767811	LeadPiano
42.105473	42.105473	LeadPiano
46.780798	46.780798	LeadPiano
49.118460	49.118460	LeadPiano
49.897681	49.897681	LeadPiano
50.676902	50.676902	LeadPiano
51.456122	51.456122	LeadPiano
52.235343	52.235343	LeadPiano
53.014564	53.014564	LeadPiano
56.910668	56.910668	LeadPiano
57.689889	57.689889	LeadPiano
58.469109	58.469109	LeadPiano
59.248330	59.248330	LeadPiano
60.027551	60.027551	LeadPiano
60.806772	60.806772	LeadPiano
70.157421	70.157421	LeadPiano
72.495083	72.495083	LeadPiano
73.274304	73.274304	LeadPiano
74.053525	74.053525	LeadPiano
74.832746	74.832746	LeadPiano
75.611967	75.611967	LeadPiano
76.391187	76.391187	LeadPiano
77.170408	77.170408	LeadPiano
77.949629	77.949629	LeadPiano
78.728850	78.728850	LeadPiano
79.508071	79.508071	LeadPiano
81.845733	81.845733	LeadPiano
83.404174	83.404174	LeadPiano
84.183395	84.183395	LeadPiano
84.962616	84.962616	LeadPiano
85.741837	85.741837	LeadPiano
86.521058	86.521058	LeadPiano
88.079499	88.079499	LeadPiano
88.858720	88.858720	LeadPiano
91.196382	91.196382	LeadPiano
98.209369	98.209369	LeadPiano
99.767811	99.767811	LeadPiano
100.547032	100.547032	LeadPiano
101.326252	101.326252	LeadPiano
102.105473	102.105473	LeadPiano
102.884694	102.884694	LeadPiano
103.663915	103.663915	LeadPiano
104.443135	104.443135	LeadPiano
105.222356	105.222356	LeadPiano
107.560019	107.560019	LeadPiano
112.235343	112.235343	LeadPiano
114.573006	114.573006	LeadPiano
115.352226	115.352226	LeadPiano
116.131447	116.131447	LeadPiano
116.910668	116.910668	LeadPiano
117.689889	117.689889	LeadPiano
118.469109	118.469109	LeadPiano
122.365213	122.365213	LeadPiano
123.144434	123.144434	LeadPiano
123.923655	123.923655	LeadPiano
124.702876	124.702876	LeadPiano
125.482096	125.482096	LeadPiano
126.261317	126.261317	LeadPiano
127.040538	127.040538	LeadPiano
