0.027551	0.027551	Bar1
2.365213	2.365213	Bar2
4.702876	4.702876	Bar3
7.040538	7.040538	Bar4
9.378200	9.378200	Bar5
11.715863	11.715863	Bar6
14.053525	14.053525	Bar7
16.391187	16.391187	Bar8
18.728850	18.728850	Bar9
21.066512	21.066512	Bar10
23.404174	23.404174	Bar11
25.741837	25.741837	Bar12
28.079499	28.079499	Bar13
30.417161	30.417161	Bar14
32.754824	32.754824	Bar15
35.092486	35.092486	Bar16
37.430148	37.430148	Bar17
39.767811	39.767811	Bar18
42.105473	42.105473	Bar19
44.443135	44.443135	Bar20
46.780798	46.780798	Bar21
49.118460	49.118460	Bar22
51.456122	51.456122	Bar23
53.793785	53.793785	Bar24
56.131447	56.131447	Bar25
58.469109	58.469109	Bar26
60.806772	60.806772	Bar27
63.144434	63.144434	Bar28
65.482096	65.482096	Bar29
67.819759	67.819759	Bar30
70.157421	70.157421	Bar31
72.495083	72.495083	Bar32
74.832746	74.832746	Bar33
77.170408	77.170408	Bar34
79.508071	79.508071	Bar35
81.845733	81.845733	Bar36
84.183395	84.183395	Bar37
86.521058	86.521058	Bar38
88.858720	88.858720	Bar39
91.196382	91.196382	Bar40
93.534045	93.534045	Bar41
95.871707	95.871707	Bar42
98.209369	98.209369	Bar43
100.547032	100.547032	Bar44
102.884694	102.884694	Bar45
105.222356	105.222356	Bar46
107.560019	107.560019	Bar47
109.897681	109.897681	Bar48
112.235343	112.235343	Bar49
114.573006	114.573006	Bar50
116.910668	116.910668	Bar51
119.248330	119.248330	Bar52
121.585993	121.585993	Bar53
123.923655	123.923655	Bar54
126.261317	126.261317	Bar55
128.598980	128.598980	Bar56
130.936642	130.936642	Bar57
133.274304	133.274304	Bar58
135.611967	135.611967	Bar59
137.949629	137.949629	Bar60
140.287291	140.287291	Bar61
142.624954	142.624954	Bar62
144.962616	144.962616	Bar63
0.027551	0.027551	Beat1
0.806772	0.806772	Beat2
1.585993	1.585993	Beat3
2.365213	2.365213	Beat4
3.144434	3.144434	Beat5
3.923655	3.923655	Beat6
4.702876	4.702876	Beat7
5.482096	5.482096	Beat8
6.261317	6.261317	Beat9
7.040538	7.040538	Beat10
7.819759	7.819759	Beat11
8.598980	8.598980	Beat12
9.378200	9.378200	Beat13
10.157421	10.157421	Beat14
10.936642	10.936642	Beat15
11.715863	11.715863	Beat16
12.495083	12.495083	Beat17
13.274304	13.274304	Beat18
14.053525	14.053525	Beat19
14.832746	14.832746	Beat20
15.611967	15.611967	Beat21
16.391187	16.391187	Beat22
17.170408	17.170408	Beat23
17.949629	17.949629	Beat24
18.728850	18.728850	Beat25
19.508071	19.508071	Beat26
20.287291	20.287291	Beat27
21.066512	21.066512	Beat28
21.845733	21.845733	Beat29
22.624954	22.624954	Beat30
23.404174	23.404174	Beat31
24.183395	24.183395	Beat32
24.962616	24.962616	Beat33
25.741837	25.741837	Beat34
26.521058	26.521058	Beat35
27.300278	27.300278	Beat36
28.079499	28.079499	Beat37
28.858720	28.858720	Beat38
29.637941	29.637941	Beat39
30.417161	30.417161	Beat40
31.196382	31.196382	Beat41
31.975603	31.975603	Beat42
32.754824	32.754824	Beat43
33.534045	33.534045	Beat44
34.313265	34.313265	Beat45
35.092486	35.092486	Beat46
35.871707	35.871707	Beat47
36.650928	36.650928	Beat48
37.430148	37.430148	Beat49
38.209369	38.209369	Beat50
38.988590	38.988590	Beat51
39.767811	39.767811	Beat52
40.547032	40.547032	Beat53
41.326252	41.326252	Beat54
42.105473	42.105473	Beat55
42.884694	42.884694	Beat56
43.663915	43.663915	Beat57
44.443135	44.443135	Beat58
45.222356	45.222356	Beat59
46.001577	46.001577	Beat60
46.780798	46.780798	Beat61
47.560019	47.560019	Beat62
48.339239	48.339239	Beat63
49.118460	49.118460	Beat64
49.897681	49.897681	Beat65
50.676902	50.676902	Beat66
51.456122	51.456122	Beat67
52.235343	52.235343	Beat68
53.014564	53.014564	Beat69
53.793785	53.793785	Beat70
54.573006	54.573006	Beat71
55.352226	55.352226	Beat72
56.131447	56.131447	Beat73
56.910668	56.910668	Beat74
57.689889	57.689889	Beat75
58.469109	58.469109	Beat76
59.248330	59.248330	Beat77
60.027551	60.027551	Beat78
60.806772	60.806772	Beat79
61.585993	61.585993	Beat80
62.365213	62.365213	Beat81
63.144434	63.144434	Beat82
63.923655	63.923655	Beat83
64.702876	64.702876	Beat84
65.482096	65.482096	Beat85
66.261317	66.261317	Beat86
67.040538	67.040538	Beat87
67.819759	67.819759	Beat88
68.598980	68.598980	Beat89
69.378200	69.378200	Beat90
70.157421	70.157421	Beat91
70.936642	70.936642	Beat92
71.715863	71.715863	Beat93
72.495083	72.495083	Beat94
73.274304	73.274304	Beat95
74.053525	74.053525	Beat96
74.832746	74.832746	Beat97
75.611967	75.611967	Beat98
76.391187	76.391187	Beat99
77.170408	77.170408	Beat100
77.949629	77.949629	Beat101
78.728850	78.728850	Beat102
79.508070	79.508070	Beat103
80.287291	80.287291	Beat104
81.066512	81.066512	Beat105
81.845733	81.845733	Beat106
82.624954	82.624954	Beat107
83.404174	83.404174	Beat108
84.183395	84.183395	Beat109
84.962616	84.962616	Beat110
85.741837	85.741837	Beat111
86.521058	86.521058	Beat112
87.300278	87.300278	Beat113
88.079499	88.079499	Beat114
88.858720	88.858720	Beat115
89.637941	89.637941	Beat116
90.417161	90.417161	Beat117
91.196382	91.196382	Beat118
91.975603	91.975603	Beat119
92.754824	92.754824	Beat120
93.534045	93.534045	Beat121
94.313265	94.313265	Beat122
95.092486	95.092486	Beat123
95.871707	95.871707	Beat124
96.650928	96.650928	Beat125
97.430148	97.430148	Beat126
98.209369	98.209369	Beat127
98.988590	98.988590	Beat128
99.767811	99.767811	Beat129
100.547032	100.547032	Beat130
101.326252	101.326252	Beat131
102.105473	102.105473	Beat132
102.884694	102.884694	Beat133
103.663915	103.663915	Beat134
104.443135	104.443135	Beat135
105.222356	105.222356	Beat136
106.001577	106.001577	Beat137
106.780798	106.780798	Beat138
107.560019	107.560019	Beat139
108.339239	108.339239	Beat140
109.118460	109.118460	Beat141
109.897681	109.897681	Beat142
110.676902	110.676902	Beat143
111.456122	111.456122	Beat144
112.235343	112.235343	Beat145
113.014564	113.014564	Beat146
113.793785	113.793785	Beat147
114.573006	114.573006	Beat148
115.352226	115.352226	Beat149
116.131447	116.131447	Beat150
116.910668	116.910668	Beat151
117.689889	117.689889	Beat152
118.469109	118.469109	Beat153
119.248330	119.248330	Beat154
120.027551	120.027551	Beat155
120.806772	120.806772	Beat156
121.585993	121.585993	Beat157
122.365213	122.365213	Beat158
123.144434	123.144434	Beat159
123.923655	123.923655	Beat160
124.702876	124.702876	Beat161
125.482096	125.482096	Beat162
126.261317	126.261317	Beat163
127.040538	127.040538	Beat164
127.819759	127.819759	Beat165
128.598980	128.598980	Beat166
129.378200	129.378200	Beat167
130.157421	130.157421	Beat168
130.936642	130.936642	Beat169
131.715863	131.715863	Beat170
132.495083	132.495083	Beat171
133.274304	133.274304	Beat172
134.053525	134.053525	Beat173
134.832746	134.832746	Beat174
135.611967	135.611967	Beat175
136.391187	136.391187	Beat176
137.170408	137.170408	Beat177
137.949629	137.949629	Beat178
138.728850	138.728850	Beat179
139.508070	139.508070	Beat180
140.287291	140.287291	Beat181
141.066512	141.066512	Beat182
141.845733	141.845733	Beat183
142.624954	142.624954	Beat184
143.404174	143.404174	Beat185
144.183395	144.183395	Beat186
144.962616	144.962616	Beat187
0.027551	0.806772	DownBeat
0.806772	1.585993	UpBeat
2.365213	3.144434	DownBeat
3.144434	3.923655	UpBeat
4.702876	5.482096	DownBeat
5.482096	6.261317	UpBeat
7.040538	7.819759	DownBeat
7.819759	8.598980	UpBeat
